Institution,Institution_std,Year,Mean_Tone_Score,Median_Tone_Score,[ID],TLO Age,MEDSCHOOL,MEDSCHOOL (cat),STATE,STATE (cat),INSTTYPE,INSTTYPE (cat),Carnegie R1,Carnegie R2,Carnegie Classification (cat),Private,Private (cat),Stem program,Stem program (cat),Urbanicity,Urbanicity (cat),Land-Grant Institution,Land-Grant Institution (cat),Tot Res Exp,tot_res_expend,Tot Lic/Opt Exe,Fed Res Exp,Ind Res Exp,Leg Fees,Reimb Leg Fee,Act Lic,Excl Lic/Opt.,Lic w Equ,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Discl Lic,Non-Excl Lic/Opt,Lic Iss,Opt Iss,NEWCOMPSUPP,Lic Inc Equ,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Inc Other,Lic Inc Pd Oth,Net Licensing Income,License Income/Invention Disclosure,Gross Lic Inc,Lic Inc Run Roy,Inv Dis Rec,Fed Disclosure,INVDISRES,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Tot Pat App Fld,Iss US Pat,Iss US Pat_Missing,New Prod,Cum Op St-Ups,St-Ups Cld,St-Ups in Home St,St-Ups Formed,startup_missing,St-Ups w Equ,Lic FTEs,Oth FTEs,Ex Copyright Lic,Ex Oth Non-Open Src Lic,Ex Pat Lic,Non-Ex Copyright Lic,Non-Ex Oth Non-Open Src Lic,Non-Ex Pat Lic,Tot Copyright Lic,Tot Oth Non_Open Src Lic,Tot Pat Lic,Non-Bin Gndr Disc,Non-Bin Gndr Disc (cat),Race Ethnicity,Race Ethnicity (cat),Non-Bin Gndr Pat,Non-Bin Gndr Pat (cat),Race Ethnicity Pat,Race Ethnicity Pat (cat),Institution_std_lower,Flat,Flat (cat),$0-10k,$10-50k,$50-100k,$100-300k,$300-500k,$0.5-1M,>$1M,Royalty Share,royalty_adjusted,royalty_adjusted_numerical,weighted_share,Fee,Lab,Lab (cat),More,More (cat),combinedshare_LS,faculty2,matching,faculty2_corrected,invdisrec,newpatappfld,issuspat,discperfaculty2,appperfac2,issperfac2,Institution Founding Year,Age_of_uni,n_sentences,n_words,supportive_per_1000w,restrictive_per_1000w,sanction_per_1000w,second_person_per_1000w,inclusive_we_per_1000w,obligation_modal_share,mean_sentence_length,long_sentence_share,procedural_share,legalese_per_1000w,iptech_per_1000w,Tone_Index,Clarity_Index,Legal_Load_Index
Columbia University,Columbia University,2010,0.533354253,0.499059826,92633,28,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,662048550,,61,555587492,106461058,10733433,3474885,,8,9,20,32,9,55,41,49,12,,"$5,660,989.00 ",7,190,118,"$2,566,002.00 ","$46,430,963.00 ","$139,979,083.00 ","$442,155.05 ",147237631,139010640,333,,,177,,,,351,66,0,,74,8,7,12,0,8,14,34,,,,,,,,,,,,,,,,,,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,0.00%,0,No,0,No,50.00%,1822,2010Columbia University,573,11,15,4,0.048717838,0.066433415,0.017715577,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Columbia University,Columbia University,2011,0.533354253,0.499059826,92633,29,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,714343087,,76,612113165, ,10426507,5466782,,18,11,24,34,18,138,40,58,18,,"$13,487,816.00 ",8,189,119,"$2,125,221.00 ","$45,573,330.00 ","$141,359,730.00 ","$436,774.49 ",146319455,130706418,335,,,212,,,,330,88,0,,78,11,6,15,0,5,13,30,,,,,,,,,,,,,,,,,,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,20.00%,0,No,0,No,40.00%,1822,2011Columbia University,573,15,17,7,0.2542373,0.2881356,0.118644066,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Columbia University,Columbia University,2012,0.533354253,0.499059826,92633,30,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,788727066,,80,668110015, ,11621513,4146686,,24,13,32,35,13,102,44,68,12,,"$5,699,101.00 ",9,195,118,"$2,913,279.00 ","$54,434,467.00 ","$154,273,216.00 ","$460,820.64 ",161748043,153135663,351,,,301,,,,439,76,0,,90,3,7,15,0,9,13,28,,,,,,,,,,,,,,,,,,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,0.46,0.00%,0,No,0,No,54.81%,1812,2012Columbia University,573,11,8,0,,,,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Columbia University,Columbia University,2013,0.533354253,0.499059826,92633,31,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,769443142,,89,646893749, ,14082032,3864238,,21,8,,,14,158,49,70,19,,"$5,859,224.00 ",4,196,116,"$1,412,534.00 ","$53,393,860.00 ","$136,079,168.00 ","$393,271.40 ",146296962,139025204,372,,,271,,,,402,90,0,,,,,14,0,6,15,26,,,,,,,,,,,,,,,,,,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,0.46,0.00%,0,No,0,No,50.00%,1829,2013Columbia University,573,10,4,4,0.028679414,0.011471766,0.011471766,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Columbia University,Columbia University,2014,0.533354253,0.499059826,92633,32,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,748745866,,106,624273975, ,12493991,3784541,,21,4,46,42,18,185,69,90,16,,"$7,497,972.00 ",8,203,116,"$3,182,115.00 ","$59,742,045.00 ","$166,020,800.00 ","$451,499.35 ",174730250,164050163,387,,,191,,,,302,111,0,,,,,18,0,3,14,27,,,,,,,,,,,,,,,,,,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,,,,,,,1812,2014Columbia University,573,,,,,,,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Columbia University,Columbia University,2015,0.533354253,0.499059826,92633,33,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,729001367,,120,603220628, ,12498378,2943681,,30,17,40,53,27,194,72,102,18,,"$13,961,670.00 ",8,202,113,"$1,788,152.00 ","$66,070,967.00 ","$185,615,701.00 ","$604,242.72 ",195170398,179420576,323,,,212,,,,397,115,0,,,,,27,0,13,14,28,,,,,,,,,,,,,,,,,,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,0.00%,0,No,0,No,40.00%,1812,2015Columbia University,573,12,7,0,0.045091648,0.026303463,0,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Columbia University,Columbia University,2016,0.533354253,0.499059826,95045,34,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,737275200,,106,606715335, ,11156256,3706772,,27,12,45,34,27,203,56,83,23,,"$4,180,024.00 ",5,193,105,"$3,386,600.00 ","$64,129,376.00 ","$131,184,894.00 ","$379,820.21 ",138634378,131067754,365,,,225,,,,397,136,0,,,,,20,0,3,12,27,,,,,,,,,,,,,,,,,,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,0.00%,0,No,0,No,40.00%,1832,2016Columbia University,573,0,0,0,,,,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Columbia University,Columbia University,2017,0.533354253,0.499059826,95045,35,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,784380780,,112,653724953, ,11172830,4799918,,30,11,42,35,35,220,54,84,28,,"$2,621,651.00 ",6,194,107,"$5,616,211.00 ","$25,313,028.00 ","$48,723,816.00 ","$140,912.35 ",55096728,46858866,391,,,206,2,201,3,365,116,0,,,,,21,0,,11,29,,,,,,,,,,,,,,,,,,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,0.46,15.00%,1,Yes,0,No,63.78%,1846,2017Columbia University,573,22,13,8,0.046044722,0.027208244,0.016743535,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Columbia University,Columbia University,2018,0.533354253,0.499059826,95045,36,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,826194378,,123,693248089, ,9797304,4196062,,16,11,42,38,43,267,59,75,48,,"$1,446,998.00 ",4,201,104,"$2,042,876.00 ","$3,120,619.00 ","$35,090,237.00 ","$95,073.55 ",40691479,37201605,428,,,204,5,196,2,358,106,0,,,,,29,0,1,13,27,,,,,,,,,,,,,,,,,,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,,,,,,,1851,2018Columbia University,573,,,,,,,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Columbia University,Columbia University,2020,0.533354253,0.499059826,92633,38,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,904515259,,123,769447810, ,10385679,5112134,,34,14,49,38,36,226,63,97,26,,"$23,991,643.00 ",7,209,77,"$2,299,762.00 ","$12,824,398.00 ","$38,243,774.00 ","$106,660.10 ",43517319,17225915,408,,,265,0,264,1,419,113,0,,,,,19,0,2,12,27,,,,,,,,,,,,,,,,,,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,20.00%,0,No,0,No,,1847,2020Columbia University,573,,,,,,,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Columbia University,Columbia University,2021,0.533354253,0.499059826,92633,39,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,972900132,,120,837610423, ,9815440,4777174,,52,12,43,41,36,257,37,89,31,,"$51,136,008.00 ",10,221,98,"$11,328,650.00 ","$7,834,491.00 ","$74,059,396.00 ","$210,927.10 ",79097662,16633004,375,206,,274,0,270,4,360,105,0,,,,,27,0,7,13,27,,,,,,,,,,,,,,,,,,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,,,,,,,1842,2021Columbia University,573,,,,,,,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Columbia University,Columbia University,2022,0.533354253,0.499059826,92633,40,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,3,Urban,0,No,1065717152,,82,909111621,156605531,9851942,4577886,,24,6,34,55,28,,31,55,27,,"$24,679,306.00 ",10,224,80,"$1,251,301.00 ","$763,117.00 ","$39,701,481.00 ","$112,438.84 ",44975537,19044930,400,241,,267,0,263,4,351,85,0,,,,,19,0,5,12,27,0,,24,19,,12,19,,36,0,No,0,No,0,No,0,No,columbia university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,0.15,,,,,,1847,2022Columbia University,573,,,,,,,1754,271,148,4090,2.444987775,6.356968215,0.244498778,0,0.244498778,0.559633028,27.63513514,0.344594595,0.067567568,1.95599022,19.5599022,0.239441133,0.201273118,-0.142091256
Cornell University,Cornell University,1992,,,95048,13,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,291300000,,61,177100000,16900000,0,0,363,,9,,,,,,,,, ,,144,, , ,"$1,922,818.00 ","$11,050.68 ",1922818, ,174,,,92,,,,124,,1,,,,,,1,,4,4,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,35.00%,25.00%,15.00%,15.00%,15.00%,15.00%,24.29%,36.50%,0.37,0.37,0.00%,0,No,1,Yes,,1687,1992Drexel University,,,,,,,,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,1993,,,95048,14,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,285000000,,71,183500000,14000000,1289218,235965,363,,9,,,,,,,,, ,,147,, , ,"$810,568.00 ","$11,028.53 ",1863821, ,169,,,97,,,,137,,1,,,,,,1,,4,4,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,35.00%,25.00%,15.00%,15.00%,15.00%,15.00%,24.29%,36.50%,0.37,0.37,0.00%,0,No,0,No,59.30%,1687,1993Drexel University,283,13,12,3,,,,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,1996,,,95048,17,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,321488000,,64,212727000,14937000,1775636,609185,611,27,8,27,27,10,,37,,,,$0.00 ,,133,,$0.00 ,"$13,857.00 ","$1,000,553.00 ","$13,543.78 ",2167004,2167004,160,,,48,,,,92,46,0,,,,,3,0,,4, ,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,0.00%,0,No,0,No,30.00%,1685,1996Drexel University,,58,20,12,0.34350014,0.118448325,0.071068995,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,1997,,,95048,18,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,331776000,,76,215942000,8215000,2142235,807460,765,25,3,29,35,12,,51,,,,$0.00 ,,147,,$0.00 ,"$119,947.00 ","$2,424,376.00 ","$19,995.48 ",3759151,3759151,188,,,80,,,,144,62,0,,,,3,3,0,,4,7,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,0.00%,0,No,0,No,50.00%,1680,1997Drexel University,,12,8,4,0.05314673,0.035431154,0.017715577,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,1998,,,95048,19,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,343007000,,84,215500000,11265000,2700000,800000,797,28,3,41,28,15,,56,,,,$0.00 ,,163,,"$800,000.00 ","$1,531.00 ","$2,900,000.00 ","$23,188.41 ",4800000,4000000,207,,,85,,,,144,47,0,14,4,1,2,4,0,,4,7,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,0.46,0.00%,0,No,1,Yes,,1679,1998Drexel University,,,,,,,,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,1999,,,95048,20,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,376784000,,150,246461000,12139000,2900000,2200000,779,65,6,50,74,26,,85,,,,$0.00 ,,199,113,"$2,200,000.00 ","$330,000.00 ","$5,700,000.00 ","$37,209.30 ",6400000,4200000,172,,,77,,,,147,70,0,29,26,0,4,4,0,,4,7,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,0.00%,0,No,0,No,37.50%,1668,1999Drexel University,,20,23,1,0.07515275,0.08642566,0.003757638,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2000,,,95048,21,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,396900000,,63,241600000,12700000,3130000,1790000,592,27,0,23,29,11,,36,,,,$0.00 ,1,188,120,"$4,220,000.00 ","$581,000.00 ","$4,610,000.00 ","$33,615.82 ",5950000,1730000,177,,,81,,,,167,68,0,,24,0,3,3,0,0,6,9,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,20.00%,0,No,0,No,,1671,2000Drexel University,,,,,,,,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2001,,,95048,22,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,414600000,,76,253100000,21200000,2840000,1250000,650,34,2,23,45,8,,42,,,,"$8,150,000.00 ",2,220,130,"$2,360,000.00 ", ,"$10,670,000.00 ","$64,526.32 ",12260000,1450000,190,,,18,,,,206,115,0,,23,,1,1,0,0,7,9,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,,,,,,,1658,2001Drexel University,283,,,,,,,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2002,,,95048,23,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,465700000,,82,283277000,24890000,4322000,1035000,421,46,3,16,61,5,,36,,,,$0.00 ,0,195,111,"$1,723,000.00 ","$35,000.00 ","($369,000.00)","$13,699.53 ",2918000,1195000,213,,,88,,,,191,57,0,,23,4,3,4,0,3,9,11,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,0.00%,0,No,0,No,30.00%,1684,2002Drexel University,,70,43,14,0.41456914,0.25466388,0.08291382,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2003,,,95048,24,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,504600000,,50,321400000,22600000,2945000,1066000,451,32,4,15,22,13,,18,,,,"$198,000.00 ",0,177,92,"$2,417,200.00 ","$41,400.00 ","$1,414,000.00 ","$17,704.30 ",3293000,677800,186,,,65,,,,167,53,0,,36,0,5,13,0,4,10,10,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,0.46,0.00%,0,No,0,No,59.30%,1684,2003Drexel University,,14,9,0,,,,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2004,0.461587951,0.496673895,95048,25,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,537700000,,80,356100000,23000000,3400000,1724000,501,39,7,26,45,9,137,41,,,,$0.00 ,2,211,87,"$5,885,000.00 ","$166,500.00 ","$5,724,000.00 ","$32,888.89 ",7400000,1515000,225,,,89,2,78,9,164,53,0,,42,0,2,6,0,4,10,10,,,,,,,,,,,,,,,,,,cornell university,0,No,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,35.71%,46.25%,0.46,,,,,,,,1665,2004Drexel University,,,,,,,,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2005,0.461587951,0.496673895,95048,26,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,561320000,,79,380975000,22900000,3700000,1990000,623,22,3,25,49,5,92,43,65,14,,"$7,700.00 ",0,196,97,"$2,349,300.00 ","$139,500.00 ","$2,242,000.00 ","$19,661.69 ",3952000,1595000,201,,,108,1,91,16,244,51,0,,42,5,4,5,0,0,10,12,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,0,No,0,No,50.00%,1679,2005Drexel University,283,21,5,,0.104049906,0.024773786,,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2006,0.461587951,0.496673895,95048,27,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,605341000,,49,404581000,20442000,4718000,2069000,397,21,6,26,10,13,103,14,35,14,,"$32,700.00 ",1,202,97,"$3,241,300.00 ","$118,300.00 ","$3,476,000.00 ","$25,843.88 ",6125000,2851000,237,,,114,1,96,17,256,59,0,,36,3,3,6,0,2,11,14,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,0.00%,0,No,0,No,54.81%,1670,2006Drexel University,283,11,,,,,,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2007,0.461587951,0.496673895,95048,28,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,659382200,,34,382915700,23655000,5193700,3152500,456,12,2,15,16,3,58,16,28,6,,"$53,600.00 ",2,243,85,"$2,804,400.00 ","$90,000.00 ","$3,166,800.00 ","$22,067.80 ",5208000,2350000,236,,0,92,1,84,7,257,61,0,,50,0,2,2,0,2,12,14,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,,,,,,,1673,2007Drexel University,283,,,,,,,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2008,0.461587951,0.496673895,95048,29,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,668227455,,46,377896060,25947167,5179257,2588485,433,19,7,21,16,9,81,20,39,7,,"$18,385.00 ",1,199,86,"$1,484,093.00 ","$236,481.00 ","$4,337,399.00 ","$28,163.30 ",6928171,5425693,246,,,137,1,131,5,227,54,0,8,50,5,4,5,0,2,15,16,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,0,No,0,No,50.00%,1668,2008Drexel University,283,25,9,5,0.116176404,0.041823503,0.02323528,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2009,0.461587951,0.496673895,95048,30,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,687430951,,23,383246176,27715306,5200897,2675627,450,8,0,11,12,0,32,14,22,1,,"$44,723.00 ",0,182,73,"$2,438,428.00 ","$154,443.00 ","$2,575,137.00 ","$14,089.52 ",5100407,2617256,362,,,129,2,127,0,258,73,0,11,50,3,3,3,0,2,11,17,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,0,No,0,No,50.00%,1676,2009Drexel University,283,14,15,7,0.062004518,0.066433415,0.031002259,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2010,0.461587951,0.496673895,71385,31,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,764244588,,37,461168517,21748898,5885736,2712632,553,19,6,8,17,12,40,12,31,6,0,"$152,055.00 ",2,207,113,"$2,528,646.00 ","$1,185,064.00 ","$8,406,801.00 ","$37,597.09 ",11579905,8899204,308,,,142,4,137,1,280,69,0,20,61,1,11,12,0,6,11,17,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,0,No,0,No,50.00%,1660,2010Drexel University,283,28,6,4,0.13011757,0.027882336,0.018588224,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2011,0.461587951,0.496673895,71385,32,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,795968323,,162,490216801,23003299,5562831,2398078,883,22,1,9,143,10,117,130,152,10,,"$1,503,289.00 ",1,367,127,"$2,557,690.00 ","$466,829.00 ","$5,339,222.00 ","$23,171.59 ",8503975,4442996,367,,,174,2,162,10,364,82,0,21,62,2,5,10,0,1,11,17,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,,0.00%,0,No,0,No,30.00%,1663,2011Drexel University,283,49,40,9,0.2901984,0.23689665,0.053301744,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2012,0.461587951,0.496673895,71385,33,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,802386590,,182,472673138,31364899,5386858,3037493,816,29,7,8,159,15,122,148,177,5,0,"$474,521.00 ",2,372,136,"$5,719,488.00 ","$273,098.00 ","$7,257,541.00 ","$24,633.09 ",9606906,3412897,390,,,207,3,202,2,320,90,0,23,63,5,4,7,0,4,11,15,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,0.00%,0,No,0,No,50.00%,1662,2012Drexel University,283,19,8,5,0.054490887,0.022943532,0.014339707,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2013,0.461587951,0.496673895,71385,34,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,765763067,,162,445021002,28751375,6613758,3106623,816,19,5,17,137,8,134,142,161,1,0,"$196,863.00 ",1,440,201,"$3,249,036.00 ","$309,248.00 ","$4,344,987.00 ","$19,878.79 ",7852122,4406223,395,,,196,2,185,9,330,72,0,25,58,10,4,8,0,4,10,15,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,0.00%,0,No,0,No,59.30%,1664,2013Drexel University,283,17,10,3,,,,1891,134,,,,,,,,,,,,,,,,
Cornell University,Cornell University,2014,0.461587951,0.496673895,71385,35,1,YES,36,NY,0,5U,1,0,R1,1,Private,1,Yes,1,Rural,1,Yes,777036076,,107,439731397,33618732,7110038,3180833,960,21,10,5,89,13,123,76,97,10,0,"$23,370.00 ",2,417,223,"$5,268,967.00 ","$242,667.00 ","$7,195,087.00 ","$31,424.55 ",11124292,5831955,354,,,154,0,151,3,292,96,0,12,62,7,6,11,0,9,10,18,,,,,,,,,,,,,,,,,,cornell university,1,Yes,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,33.00%,0.33,0.33,0.00%,0,No,0,No,59.30%,1661,2014Drexel University,283,16,10,,,,,1891,134,,,,,,,,,,,,,,,,
